list_name,項目名,目的・注意事項,TCB,LUNAビューティークリニック,リゼクリニック,品川美容外科,聖心美容クリニック
meta1,クリニック名,正式名称を使用,TCB,LUNAビューティークリニック,リゼクリニック,品川美容外科,聖心美容クリニック
meta2,クリニックコード,英字3-5文字の略称,tcb,luna,rize,shinagawa,seishin
meta3,遷移先URL（1位）,1位表示時の遷移先URL,https://tcb-beauty.net/menu/potenza_01,https://beauty.luna-dr.com/potenza-mc2000-38500,https://www.rizeclinic.com/skin/potenza/,https://www.shinagawa.com/potenza/,https://www.biyougeka.com/contents/antiaging/potenza/
meta4,遷移先URL（2位）,2位表示時の遷移先URL,https://tcb-beauty.net/menu/potenza_01,https://beauty.luna-dr.com/potenza-mc2000-38500,https://www.rizeclinic.com/skin/potenza/,https://www.shinagawa.com/potenza/,https://www.biyougeka.com/contents/antiaging/potenza/
meta5,遷移先URL（3位）,3位表示時の遷移先URL,https://tcb-beauty.net/menu/potenza_01,https://beauty.luna-dr.com/potenza-mc2000-38500,https://www.rizeclinic.com/skin/potenza/,https://www.shinagawa.com/potenza/,https://www.biyougeka.com/contents/antiaging/potenza/
meta6,遷移先URL（4位）,4位表示時の遷移先URL,https://tcb-beauty.net/menu/potenza_01,https://beauty.luna-dr.com/potenza-mc2000-38500,https://www.rizeclinic.com/skin/potenza/,https://www.shinagawa.com/potenza/,https://www.biyougeka.com/contents/antiaging/potenza/
meta7,遷移先URL（5位）,5位表示時の遷移先URL,https://tcb-beauty.net/menu/potenza_01,https://beauty.luna-dr.com/potenza-mc2000-38500,https://www.rizeclinic.com/skin/potenza/,https://www.shinagawa.com/potenza/,https://www.biyougeka.com/contents/antiaging/potenza/
comparison1,総合評価,比較表の総合評価スコア,4.9,4.6,4.4,4.3,3.8
meta8,ロゴ画像パス,各クリニックのロゴ画像パス,../common_data/images/clinics/tcb/tcb-logo.webp,../common_data/images/clinics/luna/luna-logo.webp,../common_data/images/clinics/rize/rize-logo.webp,../common_data/images/clinics/shinagawa/shinagawa-logo.webp,../common_data/images/clinics/seishin/seishin-logo.webp
ranking1,ランキングプッシュメッセージ,ランキングカード内の短い訴求文,"業界最安級<br>初回・Web限定で<br>8,000円〜可能",口コミ評価4.8！<br>豊富な実績と信頼性,症例に応じた丁寧な治療<br>全国展開のクリニック<br>安心の医療体制,長年の実績と信頼<br>幅広い治療メニュー<br>アクセス良好な立地,高品質な医療技術<br>丁寧なカウンセリング<br>充実したアフターケア
comparison2,費用,比較表の金額欄,"33,000円<br>今なら8,000円〜<br>初回・Web予約限定","38,500円<br>毛穴・ニキビ跡","69,000円<br>毛穴・ニキビ跡","82,500円<br>（全顔ニキビ跡）","120,000円<br>（全顔）"
comparison3,特徴,比較表の特徴欄,業界最安クラス<br>全国100院超の大手,Google口コミ評価4.8（731件）と高評価のクリニック,シンプルな料金体系<br>症例写真やモニター制度充実,長年の実績<br>幅広い治療メニュー<br>アクセス良好,15種類のチップ・5種類の薬剤選択可
comparison4,部位,比較表の対応範囲欄,全顔・顎下・鼻・頬・フェイスライン・口周り,全顔・首・部位ごとに選択可能,全顔・鼻・頬・フェイスライン・首,全顔・鼻・頬・フェイスライン・首・口周り,全顔・フェイスライン・首・デリケートゾーン
comparison5,対応症例,比較表の目安期間欄,ニキビ・ニキビ跡・小じわ・毛穴・赤ら顔・たるみ,毛穴の開き・ニキビ跡・小じわ・肝斑・赤ら顔・くすみ・ハリ,ニキビ跡・小じわ・毛穴開き・たるみ・肝斑・酒さ・エイジングケア,ニキビ・ニキビ跡・毛穴開き・肝斑・赤ら顔・シワ・たるみ・小じわ・美肌,若返り・美肌・ニキビ・肝斑・小じわ・軽度のたるみ・毛穴・くすみ・トーンアップ
comparison6,取扱い薬剤,比較表の対応範囲欄,マックーム<br>エクソソーム<br>ボトックス,マックーム<br>エクソソーム<br>リジュランなど,マックーム<br>トラネキサム酸<br>ビタミンC誘導体など,マックーム<br>美肌ホワイト,マックームほか5種類の薬剤
comparison7,実績,比較表の実績/症例数欄,症例数は<br>業界最多クラス<br>患者満足度90％以上,Google口コミ評価4.8（731件）,運営実績15年超<br>リピート率92％,"開院37年以上<br>症例数1,750万件以上",開院30年以上
comparison8,店舗数,比較表のワイヤー矯正の紹介欄,105院,2院,19院,39院,11院
comparison9,キャンペーン,比較表のサポート欄,"25,000円OFF<br>初回・Web予約限定","通常88,000円<br>→38,500円",症例モニター20％OFF,ー,ー
disclaimer1,比較表の注意事項,比較表の注釈内容を記載,※治療効果には個人差があります。※症例により治療回数・期間が異なる場合があります。※保険適用外の自由診療です。※副作用やリスクについては事前にご説明いたします。※治療前に十分なカウンセリングを行います。,※治療効果には個人差があります。※症例により治療回数・期間が異なる場合があります。※保険適用外の自由診療です。※副作用やリスクについては事前にご説明いたします。※認定医による治療が推奨されます。,※治療効果には個人差があります。※症例により治療回数・期間が異なる場合があります。※保険適用外の自由診療です。※副作用やリスクについては事前にご説明いたします。※定期的なメンテナンスが必要です。,※治療効果には個人差があります。※症例により治療回数・期間が異なる場合があります。※保険適用外の自由診療です。※副作用やリスクについては事前にご説明いたします。※治療内容により費用が異なります。,※治療効果には個人差があります。※症例により治療回数・期間が異なる場合があります。※保険適用外の自由診療です。※副作用やリスクについては事前にご説明いたします。※丁寧なカウンセリングを実施いたします。
header1,詳細タイトル,案件詳細セクションのh3タイトル,全国100院超の大手で業界最安クラス,Google口コミ評価4.8(731件)と高評価,全国展開のクリニック,開院30年以上の大手クリニック,高品質な医療技術と充実のプラン
header2,詳細サブタイトル,案件詳細セクションのpタグ,"初回Web限定8,000円〜",世界基準の技術と信頼,安心のシンプルな料金体系,長年の経験と豊富な実績,開院30年以上の豊富な実績
header3,詳細バナー画像パス,各クリニックの詳細バナー画像,../common_data/images/clinics/tcb/tcb_detail_bnr_potenza.webp,../common_data/images/clinics/luna/luna_detail_bnr.webp,../common_data/images/clinics/rize/rize_detail_bnr.webp,../common_data/images/clinics/shinagawa/shinagawa_detail_bnr.webp,../common_data/images/clinics/seishin/seishin_detail_bnr.webp
tags1,特徴タグ,案件詳細セクションの特徴タグ,# 手軽な価格<br># 豊富な実績<br># 全国展開<br># 充実サポート<br># 症例対応<br># アフターケア<br># 相談しやすい<br># 通いやすい<br># 効率的治療,# 高品質治療<br># 認定医<br># 豊富な実績<br># 丁寧な診療<br># 適切な治療<br># 安心の技術<br># 経験豊富<br># 信頼の治療,# 症例対応<br># 全国展開<br># 安心の医療<br># 丁寧な治療<br># 適切な価格<br># 経過観察<br># 症例に応じた<br># 医療体制<br># 治療計画,# 長年の実績<br># 豊富な経験<br># 幅広いメニュー<br># アクセス良好<br># 治療経験<br># 症例対応<br># 適切な治療<br># 経験による<br># サポート体制,# 高品質技術<br># 丁寧なケア<br># 充実したケア<br># 症例に応じた<br># 高品質治療<br># 丁寧な診療<br># 相談体制<br># アフターケア<br># 品質重視
detail1,費用,案件詳細セクションの費用,"⚫︎フェイスライン・頬・口周り3パス単発（顎下含まず）：￥33,000～<br>⚫︎鼻・頬 単発：￥69,500～<br>⚫︎全顔 単発（顎下含まず）：￥85,000～<br>⚫︎全顔 3パス単発(顎下含む)：￥66,000～","⚫︎マックーム【全顔】2cc：¥38,500<br>⚫︎マックーム2cc+ジュベルック【全顔】 1cc：¥49,800<br>⚫︎リジュラン2cc：¥49,800<br>⚫︎ピュアエクソソーム【全顔】：¥49,800<br>⚫︎スネコス【全顔】：¥46,200<br>⚫︎サイトプロ【全顔】：¥46,200<br>⚫︎サイトケア532【全顔】¥46,200<br><br>※初回限定価格","⚫︎ドラッグデリバリージュベルック導入（1回）：¥69,000<br>⚫︎再生ニードル（1回）：¥32,800<br>⚫︎リフトアップ（400ショット1回）：¥30,000","⚫︎肝斑（ホホ）：¥28,600<br>⚫︎肝斑（全顔）：¥35,200<br>⚫︎毛穴（全顔）：¥35,200<br>⚫︎酒さ（全顔）：¥35,200<br>⚫︎ニキビ（全顔）：¥49,500<br>⚫︎ニキビ跡（全顔）McCoom導入：¥82,500<br>⚫︎美肌（全顔）：¥66,000<br>⚫︎引き締め ダイヤモンドチップ（400ショット ※ホホ＋アゴ下）：¥33,000<br>⚫︎引き締め ダイヤモンドチップ（100ショット追加 ※首・額またはお好きな部位）：¥16,500","⚫︎顔/首（いずれか1部位）：¥120,000<br>⚫︎全顔+首：¥240,000<br>⚫︎ニキビ（11個～20個）：¥40,000<br>⚫︎たるみ（ダイヤモンドチップ 全顔）：¥60,000<br>⚫︎赤み、毛穴、ニキビ跡＜ナース施術＞（全顔3回コース）：¥168,000"
detail2,対応範囲,案件詳細セクションの目安期間,全顔・顎下・鼻・頬・フェイスライン・口周り,全顔・首・部位ごとに選択可能,全顔・鼻・頬・フェイスライン・首,全顔・鼻・頬・フェイスライン・首・口周り,全顔・フェイスライン・首・デリケートゾーン
detail3,対応症例,案件詳細セクションの対応部位,ニキビ・ニキビ跡・小じわ・毛穴・赤ら顔・たるみ,毛穴の開き・ニキビ跡・小じわ・肝斑・赤ら顔・くすみ・ハリ,ニキビ跡・小じわ・毛穴開き・たるみ・肝斑・酒さ・エイジングケア,ニキビ・ニキビ跡・毛穴開き・肝斑・赤ら顔・シワ・たるみ・小じわ・美肌,若返り・美肌・ニキビ・肝斑・小じわ・軽度のたるみ・毛穴・くすみ・トーンアップ
detail4,営業時間,案件詳細セクションの営業時間,10:00～19:00,11:00〜20:00,11:00〜20:00,10:00〜20:00,10:00～19:00
detail5,店舗,案件詳細セクションの店舗,全国100院以上<br>（北海道・東北・関東・中部・近畿・中国・四国・九州・沖縄）,東京 (銀座、池袋),全国19院<br>（北海道・東北・関東・中部・近畿・中国・四国・九州・沖縄）,全国30院以上<br>（北海道・東北・関東・中部・近畿・中国・四国・九州・沖縄）,全国10院<br>（札幌・東京・大宮・横浜・熱海・名古屋・大阪・広島・福岡）
meta9,公式サイトURL,各クリニックの公式サイトURL,https://tcb-beauty.net/,https://luna-beauty-clinic.com/,https://www.rizeclinic.com/,https://www.shinagawa.com/,https://www.seishin-biyou.jp/
cta1,CTAボタン1テキスト,詳細セクションのCTAボタン1,TCBの公式サイト,LUNAビューティークリニックの公式サイト,リゼクリニックの公式サイト,品川美容外科の公式サイト,聖心美容クリニックの公式サイト
cta2,CTAボタン2テキスト,詳細セクションのCTAボタン2,無料カウンセリングを予約する,無料カウンセリングを予約する,無料カウンセリングを予約する,無料カウンセリングを予約する,無料カウンセリングを予約する
point1,POINT1タイトル,案件詳細セクションのPOINT1タイトル,"業界最安水準8,000円〜を実現！",あらゆる悩みに対応した薬剤の選択,薬剤を真皮層まで届けられるシステムを導入,長年の実績による信頼の治療,高品質な技術と丁寧なケア
point2,POINT1内容,案件詳細セクションのPOINT1内容,"TCBクリニックは全国100院超の大規模展開により機器導入コストを大幅に削減し、一般的なポテンツァの市場相場10万円～13万円に対し、初回WEB予約限定で小顔ポテンツァを8,000円で提供しています。",ポテンツァは肝斑、赤ら顔、毛穴の開き、ニキビ跡・クレーター、エイジングケアなど、幅広い肌の悩みに対応しています。特にMcCoom（マックーム）やジュベルックといった薬剤の併用、ニードルSチップの使用など、肌悩みに合わせたチップや薬剤を選択できる点が特徴。,リゼクリニックのポテンツァは「ニキビ跡、毛穴、肝斑」といった肌悩みに効果があり、特に「ドラッグデリバリーシステム」により薬剤を真皮層まで浸透させられる点が特徴的です。,品川美容外科は長年の実績と豊富な治療経験を持っています。幅広い治療メニューとアクセス良好な立地で、症例に応じた適切な治療を提供します。,聖心美容クリニックは高品質な医療技術と丁寧なカウンセリングが特徴です。充実したアフターケアと症例に応じた適切な治療を提供しています。
point3,POINT2タイトル,案件詳細セクションのPOINT2タイトル,業界最多レベルのチップ・薬剤でオーダーメイド治療,完全個室でプライバシーに配慮,全国展開の大手クリニックならではの手軽な価格設定,豊富な経験による適切な治療,丁寧なカウンセリングと充実ケア
point4,POINT2内容,案件詳細セクションのPOINT2内容,多くのクリニックが1～2種類のチップのみでポテンツァを提供する中、TCBは3種類の専用チップと5種類以上の導入薬剤を完備。これは業界でも最多レベルの選択肢数で、たるみ・ニキビ跡・肝斑・酒さなど、あらゆる肌悩みに対して最適な治療の組み合わせを提案できる圧倒的なカスタマイズ性を実現しています。,肌診断機「VISIA」を用いたオーダーメイド施術と、完全個室でプライバシーに配慮された空間です。経験豊富な医師が肌状態を分析し、患者一人ひとりの悩みに寄り添った施術を提案してくれるため、効果的な治療が期待できます。,リゼクリニックは、脱毛クリニックをメインとして全国的に展開された大手のクリニック。大手ならではの業務効率化により、各サービスを安価に提供しています。特に麻酔代が含まれている点や、3種類のチップを使い分けることで幅広い肌悩みに対応できる点がメリットです。,品川美容外科では豊富な経験によるサポート体制とアフターケア対応を提供しています。長年の実績により、適切な治療を受けられます。,聖心美容クリニックでは高品質なサポートと丁寧なアフターケアを提供しています。充実した相談体制により、安心して治療を受けられます。
point5,POINT3タイトル,案件詳細セクションのPOINT3タイトル,追加料金なし・無料アフターケアで安心の料金体系,Google口コミ評価4.8と高評価！,業界屈指の透明性ある料金体系,長年の実績と幅広い対応力,高品質な実績と丁寧な診療
point6,POINT3内容,案件詳細セクションのPOINT3内容,表示料金以外の追加費用は一切なく、施術後のアフターケアも無料で提供。無理な勧誘は行わず、土日祝含む毎日9時～23時の電話サポート体制で施術後の不安にも即座に対応。格安料金でも大手クリニックならではの安心・安全な医療サービスを提供しています。,LUNAビューティークリニックはGoogleマップの口コミ評価で★4.8（371件）を獲得しています。「美容皮膚科迷子でしたが、ここだ！というクリニックに出会えた」「無理な勧誘なく安心できる」など、患者満足度の高さを示す口コミが多数。丁寧なカウンセリングと痛みへの配慮、清潔な院内環境で継続して通いたくなるクリニックとして評価されています。,多くのクリニックで別途請求される麻酔代が全て料金に含まれ、追加費用なしの明朗会計を実現。さらに症例モニター制度で20%オフ、コース契約で最大約15%割引など、経済的負担を軽減する制度が充実しています。,品川美容外科は長年の実績と豊富な治療経験を持っています。幅広い症例対応と適切な治療により、信頼できる治療を提供しています。,聖心美容クリニックは高品質な治療実績と丁寧な診療を提供しています。充実した症例経験により、品質重視の治療を受けられます。
review1,口コミ1タイトル（コスパ）,口コミセクション1つ目のタイトル（コスパタブ）,1回目だけでも肌の感触が変わった,別のクリニックより対応がいい！,今後も続けたくなった！,豊富なメニューで選択可能,高品質な治療で満足
review2,口コミ1内容（コスパ）,口コミセクション1つ目の内容（コスパタブ）,ハイドラフェイシャルとポテンツァのコースを契約しました。<br>院内の雰囲気も落ち着いていますし、先生もスタッフの方も終始丁寧な対応で安心できます。<br>1回目だけでも肌の感触が変わったな、と感じました。,ポテンツァとハイドラをこちらで施術していただいてます。それぞれ別のクリニックで一度やったことがあるのですが、こちらのクリニックでの対応が良かったので通うようになりました。,ポテンツァの施術を初めて受けましたが、非常に満足しており、今後も続けたくなりました。他のクリニックで受けた経験がないため比較はできませんが、リゼクリニックを選んで正解だったと感じています。,豊富な治療メニューから自分に合ったものを選択でき、長年の実績で安心して治療を受けられました。,高品質な医療技術で、費用に見合った丁寧な治療を受けることができました。充実したアフターケアも魅力的です。
review3,口コミ2タイトル（コスパ）,口コミセクション2つ目のタイトル（コスパタブ）,1回で効果がでました！,周りから肌がキレイと褒めてもらえるように,終始リラックスして受けられた！,長年の経験で信頼,丁寧なカウンセリングで満足
review4,口コミ2内容（コスパ）,口コミセクション2つ目の内容（コスパタブ）,ポテンツァ3回とハイドラフェイシャル5回の施術を行いました。<br>ポテンツァは1回施術しただけでもとても効果がありました。,ポテンツァでニキビ跡や毛穴、顔全体を綺麗にしていただきました。周りからも肌が綺麗と褒めてもらえるようになりました❣️メイクを楽しめる様になり、悩みが消えたこと、ここに出会えて本当に良かったです✨,施術は予想以上にスムーズに進み、痛みを感じることはほとんどありませんでした。高周波による熱が伝わる感覚はありましたが、不快なものではなく、終始リラックスした状態で受けることができました。,長年の実績と豊富な治療経験により、信頼できる治療を受けることができました。幅広い症例対応で安心です。,丁寧なカウンセリングと高品質な技術で、満足のいく治療を受けることができました。充実したアフターケアも良かったです。
review5,口コミ3タイトル（コスパ）,口コミセクション3つ目のタイトル（コスパタブ）,とても良かった,1回で効果を感じた！,長年の毛穴悩みが目立たなくなった！,豊富な経験で信頼,品質重視で満足
review6,口コミ3内容（コスパ）,口コミセクション3つ目の内容（コスパタブ）,ポテンツァをしていただきました<br>とてもよかったです,ハイドラジェントルとポテンツァで通っています。一回でかなり効果を感じました。看護師さんは説明も施術もとても丁寧にしてくださり安心してお願いできます。今後もよろしくお願い致します✨,これまでにポテンツァの施術を三回受けました。長年悩んでいた毛穴の開きが目立たなくなり、高い効果を実感しています。今後、美容医療を受ける機会があれば、再びリゼクリニックを利用したいと考えています。,豊富な経験によるサポート体制で、信頼できる治療を受けることができました。長年の実績で安心です。,品質重視の治療と丁寧なアフターケアで、満足のいく結果を得ることができました。充実した相談体制も良かったです。
review7,口コミ1タイトル（スタッフ）,口コミセクション1つ目のタイトル（通いやすさタブ）,安心して任せられました！,悩みに寄り添ってくれました,説明が丁寧で安心！,アクセス良好で便利,丁寧な診療で安心
review8,口コミ1内容（スタッフ）,口コミセクション1つ目の内容（通いやすさタブ）,カウンセリングも丁寧なので、実際に施術をする勇気がなかなか出なかったけど、安心して任せることができました。,看護師さんもカウンセラーさんも先生も優しくて、悩みに寄り添ってくれました。カウンセリングもしっかりして頂いて、メリットデメリットなども教えて頂きました。オーダーメイドスキンで、ポテンツァが気になっていたのですが、やはりやってよかったです！,説明が丁寧で安心して施術を受けられます。,アクセス良好な立地で、豊富な診療時間により通いやすいです。土日祝にも対応しており、長年の実績で安心です。,丁寧な診療時間で、土曜診療にも対応しており通いやすいです。高品質な治療を主要都市で受けることができます。
review9,口コミ2タイトル（スタッフ）,口コミセクション2つ目のタイトル（通いやすさタブ）,できる範囲内のお値段で考えてくれた,丁寧で優しく接してくれる！,プライバイシーに配慮した対応！,豊富な経験で信頼,高品質なサポート
review10,口コミ2内容（スタッフ）,口コミセクション2つ目の内容（通いやすさタブ）,親身に自分の悩みについて聞いてくれて、悩みの解決できる施術手段を色々考えて提示してくれて、色々組み合わせると高いのですが、細かい説明も色々聞けて、カウンセラーの方や先生も相談に乗ってくれて、自分ができる範囲内のお値段で考えてくれました。,先生をはじめ、看護師さんやスタッフの皆さんが本当に丁寧で優しく接してくださいます。施術内容についても毎回とても分かりやすく説明してくださるので、安心して通うことができます。,これはなんていう名前のマシンで等説明してくれるから嬉しい。プライバシーに配慮した対応なので安心して通えると思います(◍- ᴗ- ◍)✧*。,豊富な経験によるサポート体制で、信頼できる治療を受けることができました。アフターケア対応も充実しています。,高品質なサポートと丁寧なアフターケアにより、安心して治療を受けることができました。充実した相談体制も魅力的です。
review11,口コミ3タイトル（スタッフ）,口コミセクション3つ目のタイトル（通いやすさタブ）,店内・スタッフ・施術の全てがはなまる！,治療が終わると労ってくれる！,予約も取りやすい！,適切な治療で満足,丁寧な治療計画
review12,口コミ3内容（スタッフ）,口コミセクション3つ目の内容（通いやすさタブ）,お店の雰囲気、スタッフの方も施術も全部はなまるでした！綺麗で落ち着いていて、お話とかもとても親しみやすく気さくに話してくださって、とても会話しやすかったです。カウンセリングの方にも色々教えていただいてとても勉強になり、施術もとても丁寧で良かったのでこれから通いたいなと思いました。有難うございました！,ポテンツァ、ハイコックスなどの施術で利用させていただいてます。受付の方含め看護師、医師共に優しく丁寧に対応していただいてます。痛みのある治療も終わるとすごく労ってくれるので頑張れます。,受付の方も看護師の方も接客が丁寧です。そして何より土日祝日も予約が取りやすいのがありがたいです。,適切な治療により、症例に応じた満足のいく結果を得ることができました。豊富な経験で安心して通えます。,丁寧な治療計画により、症例に応じた高品質な治療を受けることができました。充実したケアで安心です。
review13,口コミ1タイトル（サービス）,口コミセクション1つ目のタイトル（スタッフタブ）,とても丁寧に施術して頂きました,痛いけど嫌になることはない,どの方も親切で優しい！,豊富な経験で信頼,充実した相談体制
review14,口コミ1内容（サービス）,口コミセクション1つ目の内容（スタッフタブ）,施術をして頂いた看護師さんも、施術中、頻繁に言葉をかけて頂き、片方終わったら鏡で確認してからもう片方を……と、とても丁寧に施術して頂きました。別の施術も検討してこちらで受けたいと思いました。パウダールームではヘアアイロンを使用するか尋ねられ、必要と言うと直ぐに持ってきて頂き、有難かったです。,毛穴が気になりハイドラジェントルとポテンツァを受けています。看護師さんが細かなケアをしてくださり、痛いけど嫌になることなく通えてます。,コンシェルジュ、医師、看護師のどの方も親切で優しく、対応も丁寧でした。,豊富な経験によるサポート体制で、信頼できる治療を受けることができました。長年の実績で安心です。,充実した相談体制で、高品質なサポートと丁寧なアフターケアを受けることができました。品質重視で満足です。
review15,口コミ2タイトル（サービス）,口コミセクション2つ目のタイトル（スタッフタブ）,優しくご対応してくださいました。,痛みを軽減する振動機が効果的！,接客がしっかりしていて好感が持てた！,長年の実績で安心,高品質な実績
review16,口コミ2内容（サービス）,口コミセクション2つ目の内容（スタッフタブ）,不安点を何度も確認しても、「大丈夫ですよ、不安ですよね。むしろどんどん聞いてください」と優しくご対応してくださいました。院長先生やスタッフの方、全員がとても素敵で素晴らしかったです。,ポテンツァの施術で通っています。施術自体は多少の痛みを伴いますが、痛みを軽減するための振動機（ブルブルマシーン）がとても効果的で、緊張が和らぎ安心して受けることができました。,接客がしっかりしていて安心できます！他院で受けたことがあるが、リゼクリニックの方がカウンセリングがしっかりしていて好感が持てました。,長年の実績と豊富な治療経験により、信頼できる治療を受けることができました。幅広い症例対応で安心です。,高品質な治療実績と丁寧な診療により、満足のいく治療を受けることができました。充実した症例経験で信頼できます。
review17,口コミ3タイトル（サービス）,口コミセクション3つ目のタイトル（スタッフタブ）,痛みを和らげようとお話して気を逸らしてくれた,どのクリニックよりも丁寧！,赤みが出たところはすぐ薬を塗ってくれました！,適切な治療で信頼,品質重視で満足
review18,口コミ3内容（サービス）,口コミセクション3つ目の内容（スタッフタブ）,処置室でも細かく術後説明していただき、痛みを和らげようとお冷やしやお話して気を逸らしたり、たくさん工夫をしていただいて、すごく心強かったです！ 皆さん総じてお綺麗で優しく丁寧でしたので、すごくおすすめします！,今まで2度ポテンツァを経験しましたが、どのクリニックよりも丁寧で、肌に合わせて打つ深さなども変えていただいて、本当によかったです！看護師さんやスタッフさんも親切で、安心してお願いできると感じました。,施術の前に痛いところを事前に説明してもらえ、その部分を充てる時は必ず声掛けしてくれるので、心の準備ができて耐えることができました。赤みが出たところはすぐ薬を塗ってくれました。,適切な治療と長年の実績により、信頼できる結果を得ることができました。豊富な経験で安心して治療を受けられます。,品質重視の治療と高品質な技術により、満足のいく結果を得ることができました。丁寧な診療で安心です。
info1,INFORMATIONキャンペーンテキスト,INFORMATIONセクションのメインキャンペーンテキスト,"初回Web限定で<br>25,000円OFFクーポン配布中","初回の施術者限定で<br>初回限定49,500円OFFあり",症例に応じた治療<br>全国展開で安心,長年の実績<br>豊富な治療経験,高品質な技術<br>丁寧なカウンセリング
info2,INFORMATIONサブテキスト,INFORMATIONセクションのサブテキスト,"＼【業界最安クラス】ポテンツァが破格の8,000円〜／",＼Google口コミ評価4.9(731)の高評価／,＼症例対応で安心の体制／,＼長年の実績で信頼／,＼高品質で丁寧な診療／
info3,INFORMATION確認事項,INFORMATIONセクションの確認事項（注意書き）,※治療効果には個人差があります。※症例により治療回数・期間が異なる場合があります。※保険適用外の自由診療です。※副作用やリスクについては事前にご説明いたします。※治療前に十分なカウンセリングを行います。,※治療効果には個人差があります。※症例により治療回数・期間が異なる場合があります。※保険適用外の自由診療です。※副作用やリスクについては事前にご説明いたします。※認定医による治療が推奨されます。,※治療効果には個人差があります。※症例により治療回数・期間が異なる場合があります。※保険適用外の自由診療です。※副作用やリスクについては事前にご説明いたします。※定期的なメンテナンスが必要です。,※治療効果には個人差があります。※症例により治療回数・期間が異なる場合があります。※保険適用外の自由診療です。※副作用やリスクについては事前にご説明いたします。※治療内容により費用が異なります。,※治療効果には個人差があります。※症例により治療回数・期間が異なる場合があります。※保険適用外の自由診療です。※副作用やリスクについては事前にご説明いたします。※丁寧なカウンセリングを実施いたします。
image1,口コミ1画像（コスパ）,口コミセクション1つ目の画像パス（コスパタブ）,/images/review_icon/review_icon1.webp,/images/review_icon/review_icon10.webp,/images/review_icon/review_icon4.webp,/images/review_icon/review_icon7.webp,/images/review_icon/review_icon3.webp
image2,口コミ2画像（コスパ）,口コミセクション2つ目の画像パス（コスパタブ）,/images/review_icon/review_icon2.webp,/images/review_icon/review_icon1.webp,/images/review_icon/review_icon5.webp,/images/review_icon/review_icon8.webp,/images/review_icon/review_icon4.webp
image3,口コミ3画像（コスパ）,口コミセクション3つ目の画像パス（コスパタブ）,/images/review_icon/review_icon3.webp,/images/review_icon/review_icon2.webp,/images/review_icon/review_icon6.webp,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon5.webp
image4,口コミ1画像（通いやすさ）,口コミセクション1つ目の画像パス（通いやすさタブ）,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon4.webp,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon9.webp
image5,口コミ2画像（通いやすさ）,口コミセクション2つ目の画像パス（通いやすさタブ）,/images/review_icon/review_icon5.webp,/images/review_icon/review_icon5.webp,/images/review_icon/review_icon5.webp,/images/review_icon/review_icon5.webp,/images/review_icon/review_icon5.webp
image6,口コミ3画像（通いやすさ）,口コミセクション3つ目の画像パス（通いやすさタブ）,/images/review_icon/review_icon6.webp,/images/review_icon/review_icon6.webp,/images/review_icon/review_icon6.webp,/images/review_icon/review_icon6.webp,/images/review_icon/review_icon6.webp
image7,口コミ1画像（スタッフ）,口コミセクション1つ目の画像パス（スタッフタブ）,/images/review_icon/review_icon7.webp,/images/review_icon/review_icon7.webp,/images/review_icon/review_icon7.webp,/images/review_icon/review_icon7.webp,/images/review_icon/review_icon7.webp
image8,口コミ2画像（スタッフ）,口コミセクション2つ目の画像パス（スタッフタブ）,/images/review_icon/review_icon8.webp,/images/review_icon/review_icon8.webp,/images/review_icon/review_icon8.webp,/images/review_icon/review_icon8.webp,/images/review_icon/review_icon8.webp
image9,口コミ3画像（スタッフ）,口コミセクション3つ目の画像パス（スタッフタブ）,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon9.webp,/images/review_icon/review_icon9.webp