store_id,clinic_name,store_name,Zipcode,adress,access
shinagawa_023,品川美容外科,品川美容外科 仙台院,〒980-0021,宮城県仙台市青葉区中央1-3-1 AER（アエル）29F,JR仙台駅 西口より徒歩約2分
shinagawa_024,品川美容外科,品川スキンクリニック 新潟院,〒950-0901,新潟県新潟市中央区弁天1-1-22 東信新潟ビル2F,JR新潟駅 万代口より徒歩約1分
shinagawa_025,品川美容外科,品川美容外科 名古屋院,〒450-0002,愛知県名古屋市中村区名駅2-45-19 桑山ビル2F,JR名古屋駅 桜通口より徒歩約5分
shinagawa_026,品川美容外科,品川スキンクリニック 名古屋院,〒450-0002,愛知県名古屋市中村区名駅2-45-19 桑山ビルB1,JR名古屋駅 桜通口より徒歩約5分
shinagawa_027,品川美容外科,品川美容外科 静岡院,〒422-8067,静岡県静岡市駿河区南町14-25 エスパティオ2F,JR静岡駅 南口より徒歩約1分
shinagawa_028,品川美容外科,品川美容外科 梅田院,〒530-0001,大阪府大阪市北区梅田1-11-4 大阪駅前第4ビル6F,JR大阪駅 中央南口より徒歩約5分
shinagawa_029,品川美容外科,品川スキンクリニック 梅田院,〒530-0001,大阪府大阪市北区梅田1-11-4 大阪駅前第4ビル6F,JR大阪駅 中央南口より徒歩約5分
shinagawa_030,品川美容外科,品川美容外科 心斎橋院,〒542-0081,大阪府大阪市中央区南船場4-3-2 ゼント心斎橋8F,地下鉄御堂筋線「心斎橋駅」3番出口より徒歩約2分
shinagawa_031,品川美容外科,品川スキンクリニック 京都院,〒600-8216,京都府京都市下京区烏丸通七条下ル 東塩小路町735-1 京阪京都ビル5F,JR京都駅 烏丸中央口より徒歩約5分
shinagawa_032,品川美容外科,品川スキンクリニック 神戸院,〒650-0021,兵庫県神戸市中央区三宮町1-2-1 日住神戸三宮ビルディング5F,JR三ノ宮駅 西口より徒歩約5分
shinagawa_033,品川美容外科,品川スキンクリニック 岡山院,〒700-0902,岡山県岡山市北区錦町6-1 両備ビル5F,JR岡山駅 東口より徒歩約2分
shinagawa_034,品川美容外科,品川スキンクリニック 広島院,〒730-0031,広島県広島市中区紙屋町2-2-2 紙屋町ビル5F,広島電鉄「紙屋町西」電停より徒歩0分
shinagawa_035,品川美容外科,品川美容外科 福岡院,〒810-0021,福岡県福岡市中央区今泉1-20-2 天神MENTビル2F,西鉄「福岡（天神）駅」南口より徒歩約5分
shinagawa_036,品川美容外科,品川スキンクリニック 福岡院,〒810-0021,福岡県福岡市中央区今泉1-20-2 天神MENTビル2F,西鉄「福岡（天神）駅」南口より徒歩約5分
shinagawa_037,品川美容外科,品川スキンクリニック 鹿児島院,〒890-0053,鹿児島県鹿児島市中央町19-40 Li-Ka1920 7F,JR「鹿児島中央駅」直結
shinagawa_038,品川美容外科,品川スキンクリニック 熊本院,〒860-0012,熊本県熊本市中央区紺屋今町1-1 シティ12ビル5F,熊本市電「辛島町」電停より徒歩約1分
shinagawa_039,品川美容外科,品川スキンクリニック 沖縄院,〒900-0006,沖縄県那覇市おもろまち1-1-12 那覇新都心センタービル1F,沖縄都市モノレール線「おもろまち駅」より徒歩約5分
luna_001,LUNAビューティークリニック,銀座院,〒104-0061,東京都中央区銀座４丁目８-４三原ビルディング 2階,銀座駅A7出口より徒歩3分
luna_002,LUNAビューティークリニック,池袋駅前院,〒170-0013,東京都豊島区東池袋1-21-1 ラグーン池袋ビル7階,JR池袋駅35番出口より徒歩5分
seishin_001,聖心美容クリニック,札幌院,〒060-0005,北海道札幌市中央区北５条西2-5 JRタワーオフィスプラザさっぽろ15F,JR「札幌駅」直結 [1]
seishin_002,聖心美容クリニック,大宮院,〒106-0032,東京都港区六本木6-6-9 ピラミデ2F,東京メトロ日比谷線「六本木駅」3番出口より徒歩3分、都営大江戸線「六本木駅」3番出口より徒歩3分 [2]
seishin_003,聖心美容クリニック,銀座院,〒104-0061,東京都中央区銀座1丁目9-13 プライム銀座柳通りビル9F,東京メトロ「銀座駅」C2出口より徒歩2分、JR「有楽町駅」銀座口より徒歩5分 [3]
seishin_004,聖心美容クリニック,六本木院,〒330-0854,埼玉県さいたま市大宮区桜木町1丁目133-2 医療モール WelBe 5F,JR「大宮駅」西口より徒歩5分 [4]
seishin_005,聖心美容クリニック,横浜院,〒221-0835,神奈川県横浜市神奈川区鶴屋町2-24-1 谷川ビルANNEX 7F,JR「横浜駅」きた西口より徒歩4分 [5]
seishin_006,聖心美容クリニック,熱海院,〒413-0011,静岡県熱海市田原本町4-16 伊東園ホテル熱海館1F,JR「熱海駅」より徒歩3分 [6]
seishin_007,聖心美容クリニック,名古屋院,〒451-0046,愛知県名古屋市西区牛島町6-24 アクロスキューブ名古屋5F,JR「名古屋駅」桜通口より徒歩5分 [7]
seishin_008,聖心美容クリニック,大阪院,〒530-0001,大阪府大阪市北区梅田3-3-45 マルイト西梅田ビル2F,JR「大阪駅」桜橋口より徒歩5分、JR東西線「北新地駅」西改札口より徒歩5分、地下鉄四つ橋線「西梅田駅」北改札より徒歩5分 [8]
seishin_009,聖心美容クリニック,広島院,〒730-0035,広島県広島市中区本通3-10 本通サザン6F,広島電鉄「立町」電停より徒歩3分 [9]
seishin_010,聖心美容クリニック,福岡院,〒810-0041,福岡県福岡市中央区大名1-1-38 サウスサイドテラス4F,西鉄「福岡（天神）」駅より徒歩5分、地下鉄「天神」駅より徒歩7分 [10]
rize_001,リゼクリニック,札幌院,〒060-0004,北海道札幌市中央区北4条西2-1-1 カメイ札幌駅前ビル3F,JR「札幌駅」南口より徒歩2分、地下鉄「さっぽろ駅」13番出口より徒歩1分
rize_002,リゼクリニック,仙台院,〒983-0867,宮城県仙台市青葉区本町2-4-8 510ビル 3F,地下鉄南北線「広瀬通駅」東2出口より徒歩2分、JR「あおば通駅」1番出口より徒歩5分、JR「仙台駅」西口より徒歩8分
rize_003,リゼクリニック,大宮院,〒330-0854,埼玉県さいたま市大宮区桜木町2-5-5 大宮西口KSビル 4F,JR「大宮駅」西口より徒歩5分
rize_004,リゼクリニック,柏院,〒277-0005,千葉県柏市柏2-8-9 千葉スカイビル 5F,JR・東武野田線「柏駅」東口より徒歩5分
rize_005,リゼクリニック,新宿三丁目院,〒160-0022,東京都新宿区新宿3-32-4 新宿ワタセイ・タマビル 9F,JR「新宿駅」東南口より徒歩2分、東京メトロ「新宿三丁目駅」A1出口より徒歩2分
rize_006,リゼクリニック,渋谷井の頭通り院,〒150-0042,東京都渋谷区宇田川町36-1 山和渋谷ビル 7F,JR「渋谷駅」ハチ公口より徒歩6分
rize_007,リゼクリニック,銀座院,〒104-0061,東京都中央区銀座8-8-8 銀座888ビル 10F,東京メトロ「銀座駅」A2出口より徒歩5分、JR「新橋駅」銀座口より徒歩3分
rize_008,リゼクリニック,立川院,〒190-0012,東京都立川市曙町2-8-30 わかぐさビル 7F,JR「立川駅」北口より徒歩3分
rize_009,リゼクリニック,町田院,〒194-0013,東京都町田市原町田4-1-10 フジモトビル 4F,JR「町田駅」北口より徒歩4分、小田急線「町田駅」西口より徒歩1分
rize_010,リゼクリニック,横浜院,〒220-0011,神奈川県横浜市西区高島2-19-12 スカイビル 16F,各線「横浜駅」東口直結
rize_011,リゼクリニック,新潟院,〒950-0088,新潟県新潟市中央区万代1-3-10 万代Jビルディング 3F,JR「新潟駅」万代口より徒歩7分
rize_012,リゼクリニック,名古屋駅前院,〒450-0002,愛知県名古屋市中村区名駅4-26-25 メイフィス名駅ビル 5F,各線「名古屋駅」より徒歩5分
rize_013,リゼクリニック,名古屋栄院,〒460-0003,愛知県名古屋市中区錦3-22-26 名古屋スルガビル 3F,地下鉄東山線・名城線「栄駅」8番出口より徒歩4分、地下鉄東山線・鶴舞線「伏見駅」1番出口より徒歩5分
rize_014,リゼクリニック,京都四条院,〒600-8491,京都府京都市下京区鶏鉾町493 ムーンバットビル 5F,阪急「烏丸駅」・地下鉄「四条駅」23番出口より徒歩3分
rize_015,リゼクリニック,大阪梅田院,〒530-0051,大阪府大阪市北区太融寺町8-17 プラザ梅田ビル 5F,JR「大阪駅」より徒歩9分、地下鉄「梅田駅」より徒歩7分
rize_016,リゼクリニック,心斎橋院,〒542-0086,大阪府大阪市中央区西心斎橋1-5-5 アーバンBLD心斎橋 4F,地下鉄「心斎橋駅」7番出口より徒歩1分
rize_017,リゼクリニック,神戸三宮院,〒650-0001,兵庫県神戸市中央区加納町6-6-1 金沢三宮ビル 8F,JR「三ノ宮駅」・阪急/阪神「神戸三宮駅」より徒歩1分
rize_018,リゼクリニック,広島院,〒730-0035,広島県広島市中区本通3-10 本通サザン 3F,広島電鉄「立町」電停より徒歩3分
rize_019,リゼクリニック,福岡天神駅前院,〒810-0001,福岡県福岡市中央区天神2-4-30 天神エムズ64スクエア 3F,西鉄「福岡（天神）駅」北口より徒歩3分、地下鉄「天神駅」5番出口より徒歩3分
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,